relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyTotalQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx,sourceSeeds
울산전관변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
창원변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
양평군변호사,10,< 10,20,0.6,0,5.2,0,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
남부법원변호사,< 10,10,20,0,0.5,0,3.34,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사
성산변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
창원지방법원변호사,10,< 10,20,0,0,0,0,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
진해법률사무소,< 10,< 10,20,0,0.2,0,2.86,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
함안변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
부산형사사건전문변호사,10,< 10,20,0,0.4,0,20,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
울산시변호사,< 10,< 10,20,0,0.5,0,10,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 변호사
부산경찰출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 사기 변호사 | 창원 변호사
김해변호사상담,< 10,10,20,0,1,0,8.34,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
대구판사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
김해시변호사,< 10,10,20,0,0.6,0,4.62,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
대구검사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 검사출신 변호사 | 창원 변호사
창원이혼소송,10,< 10,20,0,0.2,0,2.64,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 형사 변호사 | 창원 변호사
창원성추행전문변호사,10,< 10,20,0,0,0,0,7,높음,창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 형사 변호사 | 창원 변호사
대전형사전문,< 10,< 10,20,0.3,0,14.29,0,7,높음,창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 형사 변호사 | 창원 변호사
부산직장내괴롭힘,< 10,10,20,0,0,0,0,7,높음,창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 형사 변호사 | 창원 변호사
대전형사사건전문변호사,< 10,< 10,20,0.1,0.5,2.86,15.39,7,높음,창원 형사전문변호사 | 창원 형사 변호사
영등포형사변호사,< 10,< 10,20,0,0.3,0,12.5,7,높음,창원 형사전문변호사 | 창원 형사 변호사
김해변호사사무실,10,10,20,0,0.2,0,1.59,10,높음,창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 형사 변호사 | 창원 변호사
인천지방변호사,10,< 10,20,0,0,0,0,5,중간,창원 형사전문변호사 | 창원 형사 변호사
창원행정변호사,< 10,< 10,20,0,0.2,0,2.86,0,낮음,창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
서울검사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 형사전문변호사 | 창원 형사 변호사
강서구형사변호사,< 10,10,20,0,0.3,0,1.67,7,높음,창원 형사전문변호사 | 창원 형사 변호사
울산아동학대변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 형사전문변호사 | 창원 형사 변호사
울산변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 형사전문변호사 | 창원 변호사
울산스토킹,< 10,< 10,20,0,0,0,0,0,낮음,창원 형사전문변호사 | 창원 변호사
송도법인설립,< 10,< 10,20,0.1,0.3,2.13,8.34,7,높음,창원 형사전문변호사 | 창원 형사 변호사
대전여성변호사,< 10,10,20,0,0.5,0,4.55,7,높음,창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
살인사건변호사,< 10,< 10,20,0,0.3,0,4.17,7,높음,창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
창원이혼전문,< 10,< 10,20,0,0,0,0,7,높음,창원 형사전문변호사 | 창원 이혼 변호사 | 창원 변호사
서부산변호사,< 10,10,20,0.1,1,14.29,8.34,7,높음,창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
대전전관변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 형사전문변호사 | 창원 변호사
대전학교폭력전문변호사,10,< 10,20,0.1,0,1.3,0,7,높음,창원 형사전문변호사
통영법률사무소,< 10,10,20,0,0.4,0,2.3,7,높음,창원 형사전문변호사 | 창원 변호사
통영법무법인,10,10,20,0,0.5,0,3.85,7,높음,창원 형사전문변호사 | 창원 변호사
대구아동학대변호사,< 10,< 10,20,0.3,0.2,4.35,2.28,7,높음,창원 형사전문변호사 | 창원 형사 변호사
광명교통사고변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 음주운전 변호사
인천음주변호사,< 10,10,20,0,0.4,0,5,7,높음,창원 음주운전 변호사
물피도주변호사,< 10,10,20,0,0.5,0,3.34,7,높음,창원 음주운전 변호사
음주운전2회기준,< 10,10,20,0,0,0,0,7,높음,창원 음주운전 변호사
집행유예중무면허운전,< 10,10,20,0,0,0,0,7,높음,창원 음주운전 변호사
음주운전반성문예시글,< 10,< 10,20,0,0,0,0,0,낮음,창원 음주운전 변호사
교통사고소액소송,< 10,< 10,20,0,0,0,0,0,낮음,창원 음주운전 변호사
강릉음주운전변호사,10,10,20,0,0.2,0,2.05,7,높음,창원 음주운전 변호사
광교교통사고변호사,10,< 10,20,0,0,0,0,3,높음,창원 음주운전 변호사
인천도산전문변호사,< 10,< 10,20,0.4,1,8.58,12.13,7,높음,창원 사기 변호사
대전성년후견인,< 10,< 10,20,0,0,0,0,5,중간,창원 사기 변호사
광주도산전문변호사,< 10,< 10,20,0,0.6,0,7.15,7,높음,창원 사기 변호사
수원도산전문변호사,10,10,20,0.1,3.2,1.3,17.78,7,높음,창원 사기 변호사
의정부도산전문변호사,< 10,< 10,20,0,2,0,28.58,7,높음,창원 사기 변호사
대전행정소송,< 10,< 10,20,0.1,0.4,7.15,8,7,높음,창원 사기 변호사
대전강제집행,< 10,< 10,20,0,0.3,0,3.71,7,높음,창원 사기 변호사
대전지급명령,< 10,< 10,20,0,0.5,0,12.5,7,높음,창원 사기 변호사
창원조세변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 조세 변호사
창원기술유출변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 기술유출 변호사
창원횡령배임변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 횡령 배임 변호사
경남검사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,경남 검사출신 변호사
부부장검사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,부부장검사 출신 변호사
검찰조사변호인,< 10,< 10,20,0,0,0,0,0,낮음,검찰조사 변호인
압수수색대응,< 10,< 10,20,0,0,0,0,3,높음,압수수색 대응
창원명예훼손변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 명예훼손 변호사
해운대이혼전문변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 이혼 변호사
안산이혼상담,10,10,20,0,1.6,0,8.75,7,높음,창원 이혼 변호사
부산이혼소송상담,10,10,20,0,0,0,0,7,높음,창원 이혼 변호사
부산이혼전문변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 이혼 변호사
안양학폭변호사,< 10,10,20,0,0.6,0,5,7,높음,창원 이혼 변호사
이혼전문변호사사무실,< 10,10,20,0,0.2,0,1.43,7,높음,창원 이혼 변호사
안산이혼소송,< 10,< 10,20,0,0.4,0,6.67,7,높음,창원 이혼 변호사
부산상간남소송,10,10,20,0.1,0,0.96,0,7,높음,창원 이혼 변호사
춘천상속변호사,< 10,10,20,0,0.9,0,8.52,7,높음,창원 이혼 변호사 | 창원 변호사
목포이혼변호사,< 10,10,20,0,0.6,0,3.34,7,높음,창원 이혼 변호사
속초이혼전문변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 이혼 변호사
부천이혼상담,< 10,10,20,0,0.6,0,4.06,7,높음,창원 이혼 변호사
마포이혼변호사,< 10,10,20,0,1.6,0,12.31,7,높음,창원 이혼 변호사
이혼반소,< 10,< 10,20,0,0,0,0,6,중간,창원 이혼 변호사
김해상간소송,< 10,< 10,20,0,0,0,0,6,중간,창원 이혼 변호사
청주상간녀소송,< 10,< 10,20,0.2,0.2,5,2.23,7,높음,창원 이혼 변호사
천안이혼전문,< 10,10,20,0.2,0.6,2.5,5.56,10,높음,창원 이혼 변호사
수원이혼전문로펌,< 10,< 10,20,0,0,0,0,7,높음,창원 이혼 변호사
대전이혼변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 이혼 변호사
화성이혼전문변호사,< 10,< 10,20,0,0.2,0,3.34,7,높음,창원 이혼 변호사
대구상간남소송변호사,< 10,< 10,20,0,0.7,0,16.67,7,높음,창원 이혼 변호사
안양이혼,< 10,10,20,0,0,0,0,7,높음,창원 이혼 변호사 | 재산분할 변호사
대구가사변호사,10,< 10,20,0,0.6,0,7.15,7,높음,창원 이혼 변호사
울산이혼전문,10,10,20,0.9,0.2,6.6,1.34,7,높음,창원 이혼 변호사
분당법무법인,< 10,10,20,0.1,0.6,2.39,4,7,높음,창원 이혼 변호사
부산가사변호사,< 10,10,20,0,1,0,8.34,7,높음,창원 이혼 변호사 | 창원 변호사
수원이혼소송,10,10,20,0,1.2,0,9.24,7,높음,창원 이혼 변호사
부천사기죄변호사,10,10,20,0,0.2,0,1.18,7,높음,창원 이혼 변호사
인천이혼변호사상담,10,< 10,20,0,0,0,0,7,높음,창원 이혼 변호사
대전상간남소송,< 10,< 10,20,0,0.4,0,13.34,7,높음,창원 이혼 변호사
안산대여금변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 이혼 변호사
가사소송인지대,< 10,< 10,20,0,0,0,0,3,높음,창원 이혼 변호사
부산부동산법무법인,< 10,< 10,20,0,0,0,0,7,높음,창원 이혼 변호사
울산이혼소송,10,10,20,0.1,0.4,0.96,3.64,7,높음,창원 이혼 변호사
광주이혼소송,10,10,20,0,1.6,0,10.67,7,높음,창원 이혼 변호사
대구여성변호사,< 10,10,20,0,1.5,0,12.5,7,높음,창원 이혼 변호사
청주이혼소송,< 10,10,20,0,0.4,0,3.64,10,높음,창원 이혼 변호사
이혼사건,< 10,10,20,0,0,0,0,7,높음,창원 이혼 변호사 | 재산분할 변호사
상속세신고대행수수료,< 10,10,20,0,0.3,0,2.64,7,높음,창원 이혼 변호사
창원강력변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 강력 변호사
마약전담변호사,10,10,20,0,0.2,0,2,7,높음,마약 변호사
마약로펌,< 10,< 10,20,0,0,0,0,7,높음,마약 변호사
대마변호사,< 10,< 10,20,0,0.4,0,10,7,높음,마약 변호사
마약변호사선임비용,< 10,< 10,20,0,0,0,0,7,높음,마약 변호사
마약밀수변호사,< 10,< 10,20,0,1,0,14.29,3,높음,마약 변호사
마약범죄변호사,< 10,< 10,20,0,0,0,0,7,높음,마약 변호사
마약류관리지침,10,< 10,20,0,0.2,0,2.23,7,높음,마약 변호사
마약변호사비용,< 10,10,20,0,0.4,0,3.34,7,높음,마약 변호사
향정신성의약품관리법,10,< 10,20,0,0,0,0,7,높음,마약 변호사
부산산업재해,< 10,10,20,0,0,0,0,3,높음,창원 형사 변호사 | 창원 변호사
YK수원,< 10,10,20,0,0.3,0,2.28,7,높음,창원 형사 변호사
법무법인와이케이수원,< 10,< 10,20,0,0.7,0,18.19,2,낮음,창원 형사 변호사
수원가맹거래사,10,10,20,0.1,0.3,1.43,2.09,7,높음,창원 형사 변호사
부산조세전문변호사,< 10,10,20,0.1,1.5,3.58,9.73,7,높음,창원 형사 변호사
대구행정소송,< 10,< 10,20,0,1.2,0,16.67,7,높음,창원 형사 변호사 | 창원 변호사
창원폭행변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 폭행 변호사
창원절도변호사,< 10,< 10,20,0,1,0,50,7,높음,창원 절도 변호사
사이버명예훼손변호사,< 10,10,20,0,0.4,0,3.64,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
모욕죄변호사비용,< 10,10,20,0,0.5,0,4.17,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
명예훼손탄원서,< 10,< 10,20,0,0.3,0,4.77,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
온라인게임고소,< 10,< 10,20,0,0,0,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
명예훼손죄고소장,< 10,10,20,0,0,0,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
명예훼손법무법인,< 10,< 10,20,0,0.2,0,5,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
명예훼손전문,< 10,< 10,20,0,0.9,0,9.53,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
모욕죄고소하는법,< 10,< 10,20,0,0,0,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
명예훼손무죄,< 10,< 10,20,0,0,0,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
기업명예훼손,< 10,10,20,0.1,0,2.86,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
명예훼손법률상담,< 10,10,20,0.3,0.6,3.58,6,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
전주명예훼손변호사,< 10,< 10,20,0,0,0,0,0,낮음,사이버 명예훼손 변호사 | 모욕죄 변호사
SNS허위사실유포,< 10,< 10,20,0,0,0,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
과실치상고소,10,10,20,0,0,0,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
배임횡령변호사,< 10,< 10,20,0.1,1.6,2.39,17.78,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
형사고소상담,< 10,< 10,20,0,0.2,0,2.23,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
위장전입변호사,< 10,< 10,20,0,0,0,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
악플고소변호사,< 10,< 10,20,0,0.5,0,7.7,0,낮음,사이버 명예훼손 변호사
판사출신,< 10,< 10,20,0,0,0,0,0,낮음,모욕죄 변호사
형사소송양식,< 10,< 10,20,0.2,0,2.33,0,6,중간,모욕죄 변호사
이혼재산분할요점정리,< 10,< 10,20,0,0,0,0,7,높음,재산분할 변호사
민법상이혼사유,< 10,10,20,0,0,0,0,7,높음,재산분할 변호사
양육비조정신청서,10,< 10,20,0,0.3,0,3.58,7,높음,재산분할 변호사
이혼법률,< 10,10,20,0,0,0,0,7,높음,재산분할 변호사
재산변호사,< 10,10,20,0,0.2,0,2.28,7,높음,재산분할 변호사
재산분할계약서,< 10,< 10,20,0,0,0,0,7,높음,재산분할 변호사
상속재산협의분할계약서,10,< 10,20,0,0,0,0,7,높음,재산분할 변호사
상속협의분할서양식,< 10,< 10,20,0,0,0,0,7,높음,재산분할 변호사
상속재산분할심판청구서,10,< 10,20,0,0,0,0,7,높음,재산분할 변호사
유책배우자의이혼청구,< 10,< 10,20,0,0,0,0,7,높음,재산분할 변호사
이혼서류신청서,< 10,10,20,0,0,0,0,7,높음,재산분할 변호사
상속소송전문변호사,< 10,< 10,20,0,0.5,0,16.67,7,높음,재산분할 변호사
이혼플래너,< 10,< 10,20,0,0,0,0,0,낮음,재산분할 변호사
법률사무소홈페이지,10,< 10,20,0.4,0,4.29,0,7,높음,재산분할 변호사
이혼변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,재산분할 변호사
국제결혼이혼소송,10,10,20,0.1,0.4,1.3,2.86,7,높음,재산분할 변호사
이혼가정상담,< 10,< 10,20,0,0,0,0,7,높음,재산분할 변호사
조정이혼전문변호사,< 10,< 10,20,0,0,0,0,7,높음,재산분할 변호사
이혼합의각서,< 10,< 10,20,0.1,0,7.15,0,7,높음,재산분할 변호사
가사법전문변호사,10,10,20,0,0.6,0,6,7,높음,재산분할 변호사
이혼답변서,10,< 10,20,0,0,0,0,7,높음,재산분할 변호사
재판이혼무료상담,< 10,< 10,20,0,0.5,0,5.41,7,높음,재산분할 변호사
이혼의효과,< 10,< 10,20,0,0,0,0,0,낮음,재산분할 변호사
가족법전문변호사,< 10,< 10,20,0,0,0,0,0,낮음,재산분할 변호사
YK창원,< 10,10,20,0,0.3,0,2.64,7,높음,창원 변호사
법무법인와이케이창원,< 10,< 10,20,0,0,0,0,2,중간,창원 변호사
창원YK,< 10,10,20,0.4,2.1,5.72,15,5,중간,창원 변호사
통영이혼전문변호사,< 10,10,20,0,1.8,0,10.59,10,높음,창원 변호사
통영부동산전문변호사,< 10,< 10,20,0,0.3,0,12.5,4,중간,창원 변호사
울산민사소송,< 10,< 10,20,0,0.8,0,10,0,낮음,창원 변호사
군포변호사,< 10,10,20,0,0.2,0,1.25,7,높음,창원 변호사
오송변호사,< 10,10,20,0,0,0,0,2,중간,창원 변호사
청주판사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
채시호변호사,< 10,10,20,1,1,25,16.67,1,중간,창원 변호사
부천로펌,10,10,20,0,0.2,0,2,10,높음,창원 변호사
권구배변호사,< 10,10,20,0,0,0,0,0,낮음,창원 변호사
부산시변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 변호사
부산사하구변호사,10,10,20,0,0.5,0,5.56,7,높음,창원 변호사
부산남구변호사,< 10,< 10,20,0.3,0.5,4.77,7.15,7,높음,창원 변호사
부산법원변호사,< 10,10,20,0,0.3,0,2.5,7,높음,창원 변호사
사상변호사,< 10,10,20,0,0,0,0,7,높음,창원 변호사
양산법무법인,< 10,10,20,0.3,1,9.53,6.56,7,높음,창원 변호사
부산변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
대전판사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
전주판사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
센텀시티변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 변호사
안산검사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
울산형사사건변호사,< 10,10,20,0.3,1.8,7.15,10.59,7,높음,창원 변호사
부산한정승인변호사,10,< 10,20,0,0,0,0,5,중간,창원 변호사
의정부변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
의정부지방법원변호사,< 10,10,20,0,0,0,0,7,높음,창원 변호사
센텀변호사,10,10,20,0,0,0,0,7,높음,창원 변호사
권석현변호사,< 10,10,20,0,0,0,0,0,낮음,창원 변호사
울산법무법인YK,< 10,10,20,0,0.3,0,1.57,7,높음,창원 변호사
절도고소장,< 10,< 10,20,0,0,0,0,6,중간,창원 변호사
부산사기죄,< 10,< 10,20,0,0,0,0,5,중간,창원 변호사
의정부형사사건변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 변호사
평택로펌,< 10,10,20,0,0.8,0,5.34,7,높음,창원 변호사
변호사후불,< 10,10,20,0,0,0,0,7,높음,창원 변호사
의성변호사,10,10,20,0,0.8,0,5.34,7,높음,창원 변호사
부산도박변호사,< 10,< 10,20,0,0.3,0,12.5,7,높음,창원 변호사
의정부변호사사무소,< 10,< 10,20,0,0.6,0,8.11,7,높음,창원 변호사
포천법률사무소,< 10,10,20,0,0.3,0,1.67,7,높음,창원 변호사
여수형사변호사,< 10,10,20,0,0,0,0,7,높음,창원 변호사
여수법률사무소,< 10,10,20,0.3,0.5,3.71,2.64,7,높음,창원 변호사
대구경찰출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
안산로펌,10,10,20,0,0.2,0,1.52,7,높음,창원 변호사
양양변호사,< 10,10,20,0,0.8,0,7.7,7,높음,창원 변호사
평택법원변호사,< 10,10,20,0,1.8,0,11.67,7,높음,창원 변호사
인천변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
법무법인와이케이원주,< 10,10,20,0,0,0,0,2,중간,창원 변호사
안동시변호사,< 10,10,20,0,0,0,0,7,높음,창원 변호사
전북변호사,< 10,< 10,20,0,0.8,0,10.72,7,높음,창원 변호사
시흥변호사사무실,< 10,10,20,0,0,0,0,7,높음,창원 변호사
화성법률사무소,< 10,10,20,0,0,0,0,7,높음,창원 변호사
여수시변호사,10,10,20,0,0.8,0,10.53,6,중간,창원 변호사
광주검사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
순천상속전문변호사,< 10,< 10,20,0.4,0.3,40,7.15,5,중간,창원 변호사
동두천법률사무소,< 10,10,20,0,1,0,5.89,7,높음,창원 변호사
상주시변호사,< 10,10,20,0,0.3,0,1.32,7,높음,창원 변호사
광명법률사무소,10,10,20,0,0.8,0,5.34,7,높음,창원 변호사
부천민사소송,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
부천전세사기변호사,10,10,20,0.3,0,1.69,0,7,높음,창원 변호사
광명법무법인,10,10,20,0,0.4,0,2.36,7,높음,창원 변호사
광주판사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
구리법무법인,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
인천지방법원변호사,10,< 10,20,0.3,0.2,2.86,2.23,7,높음,창원 변호사
대전형사소송변호사,10,< 10,20,0.4,0,2.68,0,7,높음,창원 변호사
청주변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
춘천로펌,< 10,10,20,0,0.8,0,6.82,7,높음,창원 변호사
춘천이혼상담,< 10,< 10,20,0.1,0,2.86,0,7,높음,창원 변호사
평택교통사고변호사,< 10,10,20,0.1,0.4,2.05,2.36,7,높음,창원 변호사
춘천법률상담,< 10,10,20,0,0.5,0,4.55,7,높음,창원 변호사
수원변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
평택변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
수원시변호사,10,< 10,20,0.1,0.6,1,10.72,10,높음,창원 변호사
춘천민사전문변호사,10,10,20,0,0,0,0,4,중간,창원 변호사
윤주민법률사무소,< 10,10,20,0,0,0,0,0,낮음,창원 변호사
춘천시변호사,10,< 10,20,0.6,0,5.72,0,7,높음,창원 변호사
대구여자변호사,10,< 10,20,0.6,0.8,5.2,12.5,7,높음,창원 변호사
김천변호사사무실,< 10,10,20,0,0.3,0,2.71,7,높음,창원 변호사
대구동구변호사,< 10,< 10,20,0,0,0,0,7,높음,창원 변호사
용인시변호사,< 10,10,20,0.1,1,2.05,10,7,높음,창원 변호사
인천법원변호사,< 10,10,20,0,1,0,7.47,7,높음,창원 변호사
부천변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
대전변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
수원전관변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
예산변호사,10,10,20,0,1,0,9.68,6,중간,창원 변호사
평택사기변호사,< 10,< 10,20,0.1,0.8,2.05,11.43,7,높음,창원 변호사
울산명도소송,< 10,< 10,20,0,1,0,16.67,7,높음,창원 변호사
익산법무법인,< 10,10,20,0,1.3,0,6.58,7,중간,창원 변호사
달성군변호사,< 10,10,20,0.1,0.8,2.86,6.82,7,높음,창원 변호사
부천검사출신변호사,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
전주변호사추천,< 10,< 10,20,0,0,0,0,0,낮음,창원 변호사
가평변호사,< 10,10,20,0,0,0,0,7,높음,창원 변호사
수원건설전문변호사,10,< 10,20,0.1,0,1.43,0,7,높음,창원 변호사